ssid,dgsolv
C=CCCCCCCCCCCCCCC.N#CCc1ccc(C(=O)O)cc1,-10.15
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC.CC(F)F,-1.37
COCCO.C[N+](=O)[O-],-5.00
CC1COC(=O)O1.CCN(CC)CC,-2.89
NCCO.CCCCCCCCC,-2.24
CCN1CCCC1=O.C=CCCCC,-3.11
CCCCN(CCCC)CCCC.CCCCC,-2.90
Cc1cccc(C)c1.CO,-2.42
CCCCC.CCCCCC,-4.11
CCCCN(C=O)CCCC.CCCCCC,-3.25
O=C1CCCCC1.CCC1CCCCC1,-4.85
ClCCl.c1ccc(-c2ccccc2)cc1,-9.40
CCCCCCCC.CCC(C)O,-3.26
CCCCCCC.CN(C)C,-2.44
COc1ccccc1.C[N+](=O)[O-],-4.65
CCCCCCC.Oc1ccc(Cl)cc1,-6.89
CCOC(C)=O.S=C=S,-3.12
CCC(C)=O.CCCCC,-2.82
CCCCCCCCCCCCO.CC(C)C(C)C,-3.07
OCCCCCO.CCCCCCC,-2.53
CCCC#N.CCCCCCC,-3.69
CCCC(C)CO.c1ccc2c(c1)Cc1ccccc1O2,-9.42
CCCCCCCCCCO.CC(C)CC(C)(C)C,-3.90
CCC(C)O.Cc1cc(C)c(C)cc1C,-6.62
OCc1ccccc1.CC(C)C(C)C(C)C,-3.52
CCOCCO.CC(=O)Nc1ccc(O)cc1,-16.42
CCCCCC.Cc1ccc(C)c(O)c1,-6.46
O.CCC,1.96
CCCCCCC.CCCCCC(=O)OC,-5.63
CCCCCC.C1CC1,-1.98
O=C1CCCC1.N#N,1.41
CCCCCCCCCCCCCCCC.CCCCCl,-3.68
C1COCCO1.ClCCl,-4.09
O.Cc1cccc(C)c1O,-5.26
CCO.c1ccc2cc3ccccc3cc2c1,-10.39
O.CCC(C)(O)CC,-4.20
CN(C)P(=O)(N(C)C)N(C)C.CC(C)C(C)C(C)C,-3.97
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC.COC(C)=O,-3.19
CCCCCCO.COc1ccc2cc(C(C)C(=O)O)ccc2c1,-16.48
CCCCC.CCC,-1.81
CCCCCCCCO.O=C(O)c1cccc([N+](=O)[O-])c1,-11.91
c1ccc2c(c1)CCCC2.c1ccccc1,-4.33
COC(C)=O.Nc1ccc([N+](=O)[O-])cc1,-13.18
CN1CCCC1=O.CC(C)O,-5.12
CC(C)CC(C)(C)C.Cc1ccccc1N,-6.37
c1ccccc1.ClCBr,-4.32
CCCCCCC.Oc1ccccc1,-4.97
CNC=O.c1ccc2cc3ccccc3cc2c1,-10.39
CCO.COc1ccc(C(=O)O)cc1,-12.00
OCCCOCCCO.C#CC,-1.53
CCCCCCCC.N#N,0.97
O.ClCc1ccccc1,-1.88
CC(C)=O.C1COCCO1,-5.07
OCCCOCCCO.C=C,0.06
CNC=O.CCCCCCCCC,-3.82
O.c1ccc2nc3ccccc3cc2c1,-6.75
O=CN1CCOCC1.CC(=O)CC(C)C,-4.62
CCC(C)=O.C=CC(=C)C,-3.27
Fc1ccccc1.O=C(C(=O)c1ccccc1)c1ccccc1,-12.44
CC(C)CO.CC(C)Cc1ccc(C(C)C(=O)O)cc1,-13.23
CCNC(C)=O.C1CCOC1,-3.89
O.CCCCN,-4.23
O.OCc1ccccc1,-6.79
CCCO.O=C(C(=O)c1ccccc1)c1ccccc1,-11.06
CN1CCCC1=O.O=C=S,-1.41
[2H]O[2H].CCCCl,-0.74
CCCCCCCCCCO.O=c1c2ccccc2sc2ccccc12,-12.05
O.CN1CCN(C)CC1,-7.58
O.O=Cc1ccc(C(=O)O)cc1,-8.94
C1CCOC1.c1cc2c3c(cccc3c1)CC2,-9.86
ClC(Cl)Cl.CCCCCCCC,-5.32
CCOCC.CCCCCCCCCCCCCCCCO,-13.52
C=CCCCCCCCCCCCCCC.CCCCl,-3.01
Cc1ccc(C)cc1.COC(=O)c1ccccc1O,-7.64
O.COC(=O)C1CCCCC1,-3.30
C1CCOCC1.CCCCCCl,-5.23
CC(=O)N(C)C.c1cc2ccc3cccc4ccc(c1)c2c34,-13.34
O.CCCCCCCCC(C)=O,-2.34
C1COCCO1.C=CC=C,-2.03
OCCc1ccccc1.CCCCCC,-2.75
CC1COC(=O)O1.O=C=S,-1.15
CN1CCCC1=O.C=CC(C)C,-2.03
O.CC1=CC=C(C(C)C)CC1,0.12
O.CCNc1nc(NCC)nc(SC)n1,-10.09
CC(=O)N(C)C.c1ccncc1,-5.76
CC(C)(C)O.c1ccc2ccccc2c1,-6.85
COCCOCCOCCOCCOC.CC,-0.38
C1COCCO1.FC(F)(F)F,1.38
ClCCCl.CCC(C)=O,-4.97
CN1CCCC1=O.C[N+](=O)[O-],-5.53
NC=O.Clc1ccccc1,-3.58
CCCCCC.CCC(C)(C)C,-3.63
ClCCl.CCCCCCCCCCCCCCCCCCCCCCCCCCCC,-18.55
CCCCCCCCCCCCO.[HH],1.90
O.Cc1ccccc1C(=O)O,-5.87
CN(C)C=O.C=CCCCCCCCC,-5.12
CC1COC(=O)O1.c1ccccc1,-3.88
CC(C)CC(C)(C)C.C1CCCCC1,-4.15
O.CCCCCNCc1ccc(C)cc1,-5.21
CCCCO.CCC,-1.35
C=CCCCCCCC=C.CC(N)=O,-4.98
O.CC(=O)C(C)=O,-4.30
CCCO.O=C(O)CCCCCCCCC(=O)O,-17.16
ClCCCl.C1CCCCC1,-3.93
CCO.CCCCCCCCCCCCCCCCCCCC,-11.38
CC(C)CC(C)(C)C.C,0.07
CN1CCCC1=O.C1=CCCC1,-2.84
CCCOCCO.CC(=O)Nc1ccc(O)cc1,-16.07
CCCCCCCCO.O=O,1.04
O.O=C(O)CCCC(=O)O,-12.71
O.c1cc2ccc3cccc4ccc(c1)c2c34,-4.77
CCCCCCCO.O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-13.73
CCCCCCCCO.CC(Cl)(Cl)Cl,-3.67
O=C1CCCCC1.C=CCCC,-2.77
OCCSCCO.CCCCCCC,-2.00
CCO.COc1ccccc1C(=O)O,-11.50
CCCC(C)CO.c1cc2ccc3cccc4ccc(c1)c2c34,-11.53
O.CCNCc1ccc(C)cc1,-6.02
O.COc1c(Cl)ccc(Cl)c1C(=O)O,-9.86
C1COCCO1.CC(C)(C)Cl,-3.36
CCCCCCCC.Oc1cccc2ccccc12,-8.73
CCCC(C)CO.c1ccc2c(c1)ccc1ccccc12,-9.72
O.Clc1ccccc1,-1.14
CCCCCCC.O,-0.72
CCCCCCO.CCCCC,-2.68
OCCS.c1ccccc1,-3.62
COC(C)=O.CC(C)O,-4.46
O.CC(C)Cc1cnccn1,-5.04
CCCCO.C=CCCC,-2.65
C1COCCO1.Fc1ccccc1,-4.69
[2H]O[2H].CCCCCC#N,-3.25
CCCCCCC.CCC(=O)OC,-3.63
CCCCCCCCCCCCCCCC.Cc1ccccc1C,-5.38
CCCCCCCC.O=S(=O)(c1ccccc1)c1ccccc1,-11.79
CC(C)CCO.O=C(C(=O)c1ccccc1)c1ccccc1,-10.82
CCCCCCCCCC.O=[N+]([O-])c1cccc(O)c1,-7.74
Cc1cccc(C)c1.Cc1ccccc1N,-7.32
CCCCCl.CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-13.31
CN1CCCC1=O.CCOC(C)=O,-4.16
CC(C)CO.C=CC=C,-2.06
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC.CCc1ccccc1,-5.37
CC(C)O.C[N+](=O)[O-],-3.92
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC.Cc1cccc2c(C)cccc12,-9.30
Ic1ccccc1.CCl,-2.10
CCCCCCCCO.CC(Cl)CCl,-4.03
CC(C)=O.N#N,1.01
Clc1ccccc1.CCOC(C)=O,-4.43
O=C1CCCCC1.C[N+](=O)[O-],-5.07
Cc1cccc(C)c1.Oc1ccccc1F,-5.89
O.c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-7.83
COC(C)(C)C.C1CCCCC1,-4.16
CC(=O)N(C)C.c1ccccc1,-4.29
CCCCCCCCCC.CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-12.82
Cc1ccc(C)cc1.O=C=O,-0.45
O.CCCCOC(=O)c1ccccc1O,-3.51
CC(C)(C)O.CC(C)CO,-5.95
[2H]O[2H].CCOC(=O)CC,-2.80
C1CCOC1.CCCCCCCC,-5.32
CCCCCCCCCCCC.CCCCC,-3.05
O=CN1CCOCC1.C[N+](=O)[O-],-5.28
CCCC(C)CO.O=c1c2ccccc2sc2ccccc12,-11.94
Brc1ccccc1.S,-1.30
CN1CCCCC1=O.CCCC(C)C,-2.58
CCCCO.O=C(O)c1ccc(O)cc1,-11.40
CCCCCC.CC(C)(C)c1ccc(O)cc1,-7.63
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC.c1ccc2ccccc2c1,-7.56
O=C(O)C(Cl)Cl.CCCCCC,-2.74
O.O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,-9.40
O.COc1ccccc1,-2.53
CCCCCCCC.CCCC(=O)OCC,-4.69
CCCCCCOC(C)=O.C1CCCCC1,-3.93
CCC(C)O.c1ccc2ccccc2c1,-6.88
CCCC(C)O.C=CC,-1.31
O.CC(=O)c1ccncc1,-7.62
O.CC(=O)CC(=O)C(F)(F)F,-4.91
OCc1ccccc1.CCCCCC,-2.66
O.FC(Cl)C(F)(F)F,0.79
COC(C)=O.O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-18.20
CCCCCC.c1ccc2c(c1)Cc1ccccc1-2,-9.29
CN(C)C=O.CC(C)C(C)C(C)C,-3.53
N#Cc1ccccc1.CCBr,-3.41
O.Cc1cccc(C)c1C,-1.15
CC(C)(C)O.O=C(O)c1ccc(O)cc1,-11.21
CCCCCCC.CCCC#N,-3.68
Clc1ccccc1.C[N+](=O)[O-],-4.24
CCCCO.O=C(O)CCCCC(=O)O,-13.23
Cc1ccccc1C.Nc1ccc(-c2ccc(N)cc2)cc1,-15.66
CCCCCCCCO.OCCCl,-5.87
CCO.FS(F)(F)(F)(F)F,0.14
CCN(CC)CC.CCCCCC,-4.01
CCC1CO1.CO,-3.68
CC(C)CCO.c1ccc2cc3ccccc3cc2c1,-9.93
CCCCOC(C)=O.Cc1ccc(C)cc1,-6.10
C1CCOC1.Fc1ccccc1,-4.94
CCCCCCCC.Nc1ccccc1,-4.84
CCOCC.O=C(O)c1ccc(O)cc1,-10.85
CCCCCO.CCCO,-5.43
CNC=O.C1COCCO1,-4.87
Cc1ccccc1C.Oc1ccc(Cl)cc1Cl,-7.64
CCOC(C)=O.COc1ccccc1C(=O)O,-11.15
c1ccc(COCc2ccccc2)cc1.CCO,-3.38
O.CCCCCCCCCC(=O)c1c(C)[nH]n(-c2ccccc2)c1=O,-8.46
O.CCSSCC,-1.54
CC(C)CO.c1ccccc1,-3.71
CCCCCCCCCCCCCCCC.CCCC(C)=O,-3.74
[2H]O[2H].CCCCCO,-4.61
Ic1ccccc1.CCI,-4.29
COc1ccccc1.CCCCCCC,-4.06
ClC(Cl)(Cl)Cl.ClC(Cl)=C(Cl)Cl,-5.48
O=C1CCCCC1.CCCCC,-2.73
C1CCOC1.CCCO,-5.22
C1CCC2CCCCC2C1.C=CCCCCC,-4.38
CCCO.C=CC,-1.35
O.BrC1CCCCC1,-0.57
CO.c1cc2c3c(cccc3c1)CC2,-8.21
CCO.[N-]=[N+]=O,-0.61
OCCS.CCCCCCC,-2.46
CC1COC(=O)O1.O=S=O,-3.16
O.CN(C)C,-3.20
CCOc1ccccc1.C1COCCO1,-4.85
ClC(Cl)Cl.ClCCl,-3.62
COCCO.Cc1ccc(C(C)C)cc1,-5.72
Brc1ccccc1.C1CCCCC1,-4.07
CCCCO.O=O,0.93
CC(O)CO.CCCCCCCC,-2.84
CC(C)OC(C)C.Cc1ccccc1,-4.89
CCCCCCCCO.CC(C)COCC(C)C,-4.62
CC(C)(C)O.Cc1cccc(C(=O)O)c1,-10.19
OCCOCCO.CCCCCCCCCCCCCCCC,-5.77
O.Clc1cccc2c1Oc1ccccc1O2,-3.52
O.CCCC=CC=O,-3.68
O.Cc1cccc(Nc2ccccc2C(=O)O)c1C,-6.78
COC(=O)OC.ClCCCl,-4.73
N#Cc1ccccc1.CC(C)CCC(C)C,-3.85
CCOC(C)=O.O=[N+]([O-])c1cccc(Cl)c1Cl,-9.93
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC.CCCCCCC,-3.79
CN(C)C=O.O=C(O)c1ccc(Br)cc1,-12.33
CCCCCCCCO.CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,-12.53
CN1CCCCC1=O.ClCCl,-4.45
CCNC(C)=O.C1CCCCC1,-3.41
CN(C)C=O.C=CC(=C)C,-2.88
O.CCc1ccc(C)cc1,-0.95
CC(C)O.Cc1ccccc1C(=O)O,-9.06
CCOc1ccccc1.C1CCCCC1,-3.89
OCc1ccccc1.Cc1ccccc1,-4.53
O=C1CCCO1.C=CCCCCCC,-3.53
CCCCCCO.CC(=O)Oc1ccccc1C(=O)O,-13.20
CCCCN(C=O)CCCC.COC(C)=O,-3.48
CC(C)CCO.CCC(C)=O,-4.09
CCCCCCO.CCCCCO,-6.68
CCCC(C)O.c1ccc2c(c1)ccc1ccccc12,-9.79
CCCCCCCCO.CCCCCCCCCCCCCCCCCCO,-14.91
COC(C)=O.COCCO,-5.46
CC#N.CCI,-3.81
Brc1ccccc1.[2H][2H],1.76
COc1ccccc1.C1COCCO1,-5.06
O.CCCCCCCCCCCCCC(=O)OC,-1.14
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC.CCOC(C)=O,-3.72
CCOC(=O)c1ccccc1C(=O)OCC.CCCCO,-4.61
NCCCN.[HH],2.05
O.Nc1ccccc1-c1ccccc1,-7.27
O.CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-15.44
OCCOCCOCCO.CCCCCCCCCC,-3.33
CCCCCC#N.C=CC(=C)C,-3.11
CCOC(C)=O.O=C(c1ccccc1)C(O)c1ccccc1,-15.70
COCCOCCO.S,-1.91
CCCCOC(C)=O.O=C(O)c1cc([N+](=O)[O-])ccc1Cl,-12.45
ClC(Cl)=C(Cl)Cl.O,-1.15
CCCCCO.CO,-4.19
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C.C[N+](=O)[O-],-2.56
CCCCCCO.O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,-26.73
O.CCCI,-0.56
ClCCCl.C=CC(=C)C,-3.30
N#Cc1ccccc1.Fc1ccccc1,-4.53
CCOP(=O)(OCC)OCC.CCO,-4.76
CO.CCN(CC)CC,-5.24
CCC(C)O.O=C=O,-0.33
CNC(C)=O.C=CCO,-5.87
OCCCOCCCO.C=CC=C,-1.73
O.CC1=CCC2(C(C)C)CC12,0.50
ClCCCl.CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-14.28
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C.CCCOC(C)=O,-3.84
C=CCCCCCC.O=C=O,-0.45
CCOC(=O)c1ccccc1C(=O)OCC.C1CCCCC1,-3.24
O=Cc1ccco1.c1ccc2c(c1)CCCC2,-7.02
CCCCCl.C1=CCCCC1,-4.37
CC(=O)CC(C)C.CCCCCCC,-4.36
CCCCC.ClCCl,-3.09
O.O=Cc1ccccc1O,-4.71
O.Cc1ccccc1C(=O)N(O)c1ccccc1C,-11.21
O.CCCc1ccccc1,-0.56
CC(=O)OCc1ccccc1.ClCCCl,-4.59
C=CCCCCCC.C1CCCCC1,-4.18
CC(C)(C)O.COC,-2.25
C1CCOC1.CC1CCCCC1,-4.67
CCCCC.CCC1CCCCC1,-5.41
CCCO.COc1cc(C(C)=O)ccc1O,-11.81
C1COCCO1.Ic1ccccc1,-7.22
CC#N.CCCC,-1.49
O.CC(C)CBr,-0.03
O.CC1=CCCC(C)=CCC(C)(C)C=CC1,0.05
NC=O.O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,-16.14
OCCO.CC(C)(C)Cl,-1.80
CCCCCCCCCC.CC,-0.89
CC(C)CCO.CCO,-4.80
CC(=O)c1ccccc1.CCO,-4.04
CCCCCC#N.CC=C(C)C,-2.96
CCCCCCC.CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,-11.97
ClC(Cl)(Cl)Cl.CCO,-2.97
CCCCCCCC.c1cc2c3c(cccc3c1)CC2,-8.90
CCCCCCCCCC.c1ccc2c(c1)Sc1ccccc1S2,-11.26
C=CCCCCCCCCCCCCCC.CCOC=O,-2.62
Clc1ccccc1.CCC(C)O,-4.26
CC(C)CC(C)(C)C.O=C1c2ccccc2-c2ccccc21,-9.57
CC(C)OC(C)C.O=c1c2ccccc2sc2ccccc12,-11.55
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC.CCCCCC,-3.23
CN1CCCC1=O.CCC(C)C,-1.80
COC(C)=O.CCCC(C)C,-3.14
CN(C)C=O.C=CC,-1.30
CCCCCCCCCC.C=CC,-1.68
CCCCCCCCCC.O=C=O,-0.27
CCCCCCCCO.CCCCCOC(C)=O,-5.61
O.CC(=O)c1cccnc1,-8.26
CCCCCCCCO.CC(C)CO,-5.36
CC(C)CC(C)(C)C.CCCC=O,-3.45
CCCCCC.c1ccc2ccccc2c1,-7.24
ClCCCl.Cc1ccccc1,-5.30
CC#N.CCCCC(C)C,-2.99
COCCOCCO.CCC,-0.77
CO.CCO,-5.28
