ssid,dgsolv
CCC(C)Cl.FC(F)(F)C(F)(C)C(F)C(F)(C(F)(F)F)C(F)(F)F,-3.7012909
COC.FC(F)(F)C(C(F)(F)Cl)=O,-2.79481059
OCCOCCCC.FCNCC(F)(F)F,-4.74174301
CC(Br)Br.CCCCC(OCC(COC(CCCC)=O)(COC(CCCC)=O)COC(CCCC)=O)=O,-20.65322793
Brc1ccccc1.FCC(F)(F)C(F)(F)CC,-3.70846542
CCCCC(CC)=O.FC(F)OC(F)(F)C=O,-4.00394708
O(c2ccccc2)c1ccccc1.O=C(CC2)NN2c1ccccc1,-11.27456258
CCCCC(CC)=O.CC2Cc1ccccc1O2,-7.38853093
CCNC(C)=O.CC1=CC(=O)OC2=C1C=CC(O)=C2,-16.82421378
OCC(O)C.BrP(Br)Br,-4.64196594
CN(C)P(=O)(N(C)C)N(C)C.CC(C)C(=O)N(C)C,-6.69476306
CCCCc1ccccc1.Cn1cccc1C=O,-6.72677429
CNC=O.Nc1nc(C)cc(C)n1,-10.10513635
ICI.CC=C(O)N,-5.57733734
ICI.CCCCOS(OCCCC)(=O)=O,-11.75185949
CC(CC(C)=O)=O.CCCCCCCCCCCCCC=O,-8.49343929
OC(C)(C)C.CN(C)CC(F)(F)C(F)(F)F,-3.57269877
Fc1c(F)c(F)c(F)c(F)c1F.CCCCOC(=O)C=CC(OCCCC)=O,-9.71414645
CC(C)N(=O)=O.FC(F)(F)OC(CC(F)(F)F)C(F)(F)F,-3.72717265
CC(OCc1ccccc1)=O.ClC(Cl)C(F)(F)C(Cl)Cl,-6.26917122
CC(C)c1ccccc1.FCC(C(F)C)C(C)C,-5.21010143
OCCOCC.ClC(Cl)C(Cl)=O,-4.95662242
CCCCCCCCCCCCC.O=S(c(cc1)ccc1N2CCCCS2(=O)=O)(=O)N,-14.46067817
COCCOCCO.FCC(F)(CC)C(F)(F)F,-3.40567161
CCc1ccccc1.CCC(O)C(O)C,-6.21615527
S=C=S.C1(C3C2C54)C2C4C1C53,-4.98488325
O(c2ccccc2)c1ccccc1.OC1OC(C(O)C(O)C1O)C(O)=O,-11.87789002
OCCCCO.CC(C)CN(CC(C)C)N=O,-7.21487791
CCC(C)Cl.CCc(cnc1C)nc1C,-7.96115005
OCCCCCCCC.COOC,-2.31983778
CSC.CC(C)=C=C,-3.12125543
C1CCCCC1.Fc1ccc(N)cc1,-5.61284194
CC(C)(C)CC(C)=C.CCC(CC)=NO,-5.18063623
CC(C)CC(C)C.COCNCC,-3.98434053
C#N.CCCC(Cl)CCl,-6.96540255
C1CC=CCC1.FC(F)(F)C(F)(F)C(C(F)(F)C(F)(F)F)C=O,-3.66310324
CCCCCCCCCCCC.CC(I)=C,-3.88665408
ClCBr.BrCC(=O)N,-7.92950727
CC(C)(C)CC(C)=C.FC(F)C(F)(F)F,-1.00188295
CCC(C)(C)C.CC(=O)c1occc1,-5.17396864
O.COc(ccc1)cc1O,-7.7240113
C(C=Cc1cc2)c1cc2.CCCCC(CO)C(C)=O,-8.38774498
CCOC(=O)c1ccccc1.CC(C)(c1ccccc1)c(cc2)ccc2O,-13.49543895
CCOP(OCC)(OCC)=O.OC(C)(C)c(cc1)ccc1C,-9.89845632
N#CCCCC#N.FC(F)(F)C(F)(F)CC(C)C(F)(F)C(F)(F)F,-2.48379404
CNc1ccccc1.NCCc1[nH]cnc1,-11.87249699
CCCCCCCCBr.FCOC(F)(F)CC,-3.34381843
C(CC2)CCC2c1ccccc1.Cc1ccc(C)cc1,-5.56975564
C=Cc1ccccc1.CC(C)CCN=C=S,-6.72869618
CCOCCOCCOCC.Brc1ccc(cc1)N(=O)=O,-9.41547391
OCCc1ccccc1.CCCCCCCCN(CCCCCCCC)CCCCCCCC,-13.07733942
FC(F)C.Brc1cc(ccc1)N(=O)=O,-8.86885128
CCCCN(CCCC)CCCC.CCCCOC(CCCC)=O,-6.6586407
CCCCC(CO)CC.CC(=O)c2cc1ccccc1cc2,-9.83533261
FCCCCCCCC.CCCCCC(OC(C)=O)C=C,-7.49220489
CC(C)OC(C)C.N#CCCN=CN(C)C,-8.32714326
FCCCCCCCC.CCCCCC(OC(C)(CCC=C(C)C)C=C)=O,-10.43799168
Nc1ccccc1.ON=CC(c1ccccc1)=O,-10.5500193
ClC(Cl)Cl.CCNc1ccc(cc1)N(=O)=O,-14.62840005
N#CCc1ccccc1.O=C2OC1CCCCC1CC2,-10.59552833
C(C=Cc1cc2)c1cc2.CC(C)C(=O)N(C2CCCCC2)C1CCCCC1,-12.72321311
COCCOC.Oc(ccc1C)cc1N,-11.56250923
OCC(O)C.CNC(C)(CC)CC,-5.20033895
CCCCOC(C)=O.CC(C)C2(CC1)OC1(C)CC2,-6.67459496
CCOC(C)(C)C.OCC1=CNC2=CC=CC=C12,-12.39090258
NCCCN(C)C.ClCCCCC(O)=O,-12.3820956
CCOP(OCC)(OCC)=O.CCCC(CC)CC,-3.69705439
COCCOCCOC.COC(=O)N(C)C,-5.61229985
CN(C)C=O.FC(C)C(C)C(F)(F)F,-3.72146694
CCCCl.OC(=O)C1=CCCCC1,-7.86337417
CCCCCCCCBr.OC(COc(cc1)ccc1C)=O,-9.79395641
CCCCOC(C)=O.CC(C)CCC(C)=NO,-8.02543611
CCCCC.CNc1ccc(cc1)N(=O)=O,-7.89262028
CSC.CCCCCCCCCCCC(=O)N,-12.78330474
OC(C)=O.CCCCCCCC(OC(COC(CCCCCCC)=O)COC(CCCCCCC)=O)=O,-18.73580587
CCCC=O.CNCC(C(F)(F)F)C(F)(F)F,-5.00231267
CC(C)CC(C)C.CC(C)CN(=O)=O,-4.53638557
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.Fc1ccccc1C=O,-4.10869029
BrC(Br)C(Br)Br.FC(F)(F)C(O)(C)C(F)(F)F,-2.66623289
Cc1ccccc1.CCC(C)(C)C(C)=C,-4.7316679
CCCCC#N.O=C1NC2=C(N1)C(=O)NC(=O)N2,-22.12972178
ClC(Cl)Cl.CCCCCCCCCCCCCC(=O)N1CCOCC1,-18.07382324
CC(=C)C#C.FCCCBr,-4.9490475
CCCCCCCCC=C.OCCNC1=NC=NC2=C1N=C1C=CC=CN21,-13.60001531
COCCO.CCC=CCCOC(C(O)C)=O,-8.07664803
CNc1ccccc1.CC(C)C(O)(C)C(F)(F)F,-5.5218467
OCCOCCOCCOCCO.CN(C)CC(C(F)(F)F)C(F)(F)F,-3.68926386
CCCCC=C.CCOC(C(C)C)=O,-4.93790047
CC1CCCC1.CC(C)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-4.07131034
FC(F)C.OC43C2CC(CC51)CC4C1CC(CC52)C3,-9.51950334
OCCCCC.CCCCCCCCCCCCCN1CCCC1=O,-14.83750706
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C.ClCC(C(F)(F)F)=O,-2.90113496
N1CCCC1.CC(C)C=O,-4.13423862
OCCC#N.COc1ccc(cc1)N(=O)=O,-9.36765687
CCCCN(CCCC)CCCC.ClCC(CCl)=C,-4.6066677
CC(C)(C)c1ccccc1.CCC(C)C(C)(C)CF,-5.15561269
OCCCCO.IC1CCCCC1,-5.71765079
C(CC1)CCC1C2CCCCC2.CCCCCI,-5.65722984
CC1CCCC1.O=N(=O)C1=CC2=NNC=C2C=C1,-9.23313222
CC(Cl)(Cl)Cl.FC(F)(C)C(F)(O)C,-4.49046686
O=CN.FCCl,-2.31545809
c1ccccc1.FC(F)(F)C(F)(C)C(F)(F)C,-3.63148173
Cc1nc(C)ccc1.OCCCCSC,-10.0655073
OCC1CCCO1.CC(C)(C)c(ccc1OCC=O)cc1C,-10.83823879
N#CCCCCC#N.CC(C1CCOC1=O)=O,-8.92929839
CCCCOC(C)=O.FC(F)(F)C1(C2(C(F)(F)F)C3(C(F)(F)F)C42C(F)(F)F)C3(C(F)(F)F)C41C(F)(F)F,-3.17162926
CC(C)CC(C)(C)C.CNCCCN3c1ccccc1CCc2ccccc32,-13.75186499
COCCOCCOC.CCC(C)(C)OC(C)=O,-5.43929649
CCCCCCC.ClCC(CCC1)CN1C,-6.59501859
CCCCc1ccccc1.CN1CCCNCC1,-6.30968018
COC(CC#N)=O.Cc2oc1ccccc1c2,-6.40651415
C=CC=C.OCc(ccc1)cc1F,-7.14560019
CCC.FC(Cl)OC(F)(C(F)(F)F)C(F)(F)F,-3.37997166
CC(C)C(C)C(C)C.CCC(Cl)(Cl)N(=O)=O,-5.06638502
O1CCCC1.Cc1occc1S,-6.35859742
CCCC=O.OC(=O)C1=NC2=C(C=CC=C2)C=C1,-12.3066965
CCNCC.CCC(F)(C)C(F)(F)C(F)(F)C(F)(F)F,-4.34597104
OCCCCCO.O=C2OC(C1CC=CCC21)=O,-8.89422425
CC(=C)C#C.CCCCC(=O)N1CCOCC1,-10.20291846
OCCCCCCCCCC.FC(F)(F)CCC(F)C(F)(F)F,-3.47173914
CCCCN(CCCC)CCCC.CCOP1(CCCO1)=O,-7.19932026
O.COc1cc(C)ccc1C(C)(C)C,-1.05244908
CCCCNCCCC.O=S2(=O)C=Cc1ccccc21,-9.50925623
Brc2c1ccccc1ccc2.CCCCN=C=S,-6.0562841
ClC(Cl)(Cl)Cl.FC(F)(F)C(F)(F)C(Cl)Br,-4.02931496
CI.CCCC(CC)(C(CC)(CCC)c(cc1)ccc1C(C)(C)C)c(cc2)ccc2C(C)(C)C,-18.64561445
NCCCN(C)C.FC(F)(F)c1cc(ccc1)NC(=O)N(C)C,-15.97516098
O1CCCCC1.CCCC(O)C(CO)CC,-11.11554045
Fc1ccccc1.N#Cc1c[nH]nc1,-8.5511423
CNc1ccccc1.CCCC=C=C,-3.46354199
CC(OCc1ccccc1)=O.Clc1sc(Cl)cc1,-6.04565343
FCCCCCCCC.CC(C)(C)Cl,-3.64054703
ClC(Cl)C(O)=O.Nc2nc1ccccc1cc2,-14.55264749
S=C=S.FC(F)(F)N=C(F)F,-1.63424247
OCCCCCCC.FCC(C)(C)OC(F)(F)F,-3.51495275
CCCCCCCCC=C.c(ccc1c2ccccc2s3)cc31,-9.89859456
CCCCOCCCC.CP(C)(=O)c1ccccc1,-8.84794674
Cc1cccc(C)c1C.FC(Cl)(Cl)Cl,-3.13121566
Cc1cccc(C)c1C.CN1C=CC(N)=NC1=O,-11.47034797
OCCOCCOCCOCCCC.CC(C)c1ccc(C(C)C)cc1,-7.06982663
CN(=O)=O.c(ncc1sc2)cc1c2,-8.49554796
CN(C)C=O.CCCC(O)CCC(C(C)CCC1C)C1(C)C,-11.27274386
OCCCCCCCCC.FCOC(C)=O,-3.34772495
NCCN.Cc2ccc(Oc1ccccc1)cc2,-7.10330094
C1CCCCC1.CC=CC=CC=O,-5.19303373
CC(C)(C)CC(C)=C.Cc3cc(ccc3)NC(c1ccccc1)=Nc2ccccc2,-15.8658924
CCN1CCCC1=O.FCC(F)(F)OC(F)C(F)(F)F,-4.24905112
CCCCCCCCC=C.CCOC(Cl)=O,-4.04807903
OCc1occc1.COCCC,-3.37775159
OCCCCCC.FC(F)(F)C(Cl)C(Cl)(Cl)Cl,-5.3886577
CCNC=O.O=CCCCC=O,-7.22391434
CN(C)C(C)=O.FC(F)(F)C(F)(C)C(F)(C)C,-4.38334736
C(CC2)CCC2c1ccccc1.CCCCCCC(=O)NC,-8.1621308
CCCCOCCCC.CCCC(C)C=C,-4.01531486
ClC(Cl)Cl.FC1CCCC1C,-4.95054101
CCOCCOCCOCC.CCc2cc1ccccc1cc2,-8.65300298
C#N.Cc1cc(Cl)ccc1,-6.396032
CCCCCCCCCCCC.O=P(Oc3ccccc3)(Oc2ccccc2)Oc1ccccc1,-14.58395444
CCC.O=CC2CC3C1CCCC1C2C3,-8.36966558
OCC(O)CC.CCOC(=O)N1CCNCC1,-10.13802813
OCc1ccccc1.S=C=NCc1ccccc1,-8.09574278
OCCCCCC.CC1(C)NC(=O)NC1=O,-12.01600548
CN(=O)=O.ClC(=O)N,-7.80260107
OCCOCCCC.CCCC(=O)Nc1ccccc1,-12.07631949
CCCBr.OCCc1ccc(Cl)cc1,-8.93655189
CCCC#N.OC1=NC2=C(N=NN2)C(O)=N1,-19.30990241
Cc1ccc(C)cc1.OCCC(C)=O,-5.78823394
OCc1ccccc1.FCC(N)CC,-5.94638792
FC(F)C.Clc1ccc(cc1Cl)NC(=O)N,-13.80300422
CCCCCCC=C.CCOC(F)(F)C(F)C(F)(F)F,-3.51143876
OCCCCCO.Cc1ccc2ccc(ccc3C)c(c3C)c2c1C,-10.87747545
CC(C)c(cc1)ccc1C.CCC1(CO2)COP2OC1,-8.28303543
C1CC=CCC1.CCCC(F)(F)OC,-4.08001339
CCCCCCCC=C.Fc1ccc(C)cc1,-4.80738884
OCCCCCCCCCCCC.FC(F)C(F)(N)C(F)(F)F,-3.54114253
BrC(Br)Br.c(ccc1c3c2ccccc2[nH]c3c4)cc1c4,-14.50893981
Ic1ccccc1.CC(=O)Oc(ccc1)cc1F,-7.41083967
OCc1ccccc1.FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-1.09492472
CCC(O)(C)C.FC(F)Cl,-2.02933081
CCCl.CCc(cc1C)c(C)cc1C,-7.89410674
FCCCCCCCC.Fc1c(F)c(F)c(C(c(c(F)c2F)c(F)c(F)c2F)c(c(Cl)c3Cl)c(Cl)c(Cl)c3Cl)c(F)c1F,-15.165606
c1cscc1.Nc2nc(nc(N)n2)c1ccccc1,-13.38658873
ClB(Cl)Cl.OCC(C)C1CC=C(C)CC1,-8.54549039
ClC(Cl)C(O)=O.CCCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCCC)=O,-23.82101841
CN1CCCC1=O.Fc1ccc(C=O)cc1,-7.38539272
Oc1cc(C)ccc1.CCON(=O)=O,-4.12097627
CCNC(C)=O.Cc1cc(S)ccc1,-7.25510445
ClC(=C)C=C.CCCNC(F)(F)F,-4.2659319
CC(C)=C.CCOC(C)CO,-5.35956956
CC(OCc1ccccc1)=O.[H][H],0.62599268
O1CCCCC1.CCCC(CC)=O,-5.54116674
CCC(O)CC.c2nc1ncccc1nc2,-10.51533196
CCNCC.CCCC(C)C=C,-4.05839439
COc1ccccc1.Clc1ccc(Cl)cc1,-6.4950101
CCCCC(CO)CC.N#CSCSC#N,-8.6753892
C#N.C(Cc2ccccc2)c1ccccc1,-10.459813
CCCCC=C.CC(C)c(ccc1C=CC)cc1C,-8.98920975
Nc1ccccc1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.17881486
n1ccccc1.COCCC(F)(F)F,-3.91976893
CCI.Cc(cc1cc2)[nH]c1cc2,-9.30906836
CCOc1ccccc1.CCCCCn1ccnc1,-9.32481125
CCN1CCCC1=O.FC(F)(F)COC(F)(F)C,-3.86468629
CC(C)(C)Cl.CCC(C)CCC(C)C,-5.21515439
Clc1ccccc1Cl.FC(F)(F)C(F)(F)C(C(F)(F)C(F)(F)F)C=O,-3.18611094
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C.COc1ccccc1OCC=C,-7.45934431
OC1CCCCC1.CCC(C)C(CC)CC,-4.73074431
CCCCC#N.FC(F)(N)C(F)(F)C(F)(C)C,-7.02838288
OCC(O)CO.CC2Cc(occ1C)c1CC2,-4.32049544
COC.CCCCCCCCOC(=O)c1ccc(C(OCCCCCCCC)=O)cc1,-19.78680478
Cc2c1ccccc1ccc2.CCC(C)OC(F)(F)CF,-4.63270372
O=S=O.CCCCCCOC(=O)C(C)=CC,-9.27807712
N#CCCCCC#N.C1CCC1,-1.1890767
ClCCCl.CCCCCCCCC(OCCC(C)C)=O,-10.61121839
O=C1CCCC1.NCCCN(C)CCCN,-9.07849035
CCN(=O)=O.c(cn1)ccc1c2ccccn2,-9.48078999
CN1CCCCC1=O.O=Cc1ccccn1,-7.76116305
CN(=O)=O.CC(C)(C)N=Cc1ccccc1,-7.50759308
CC(C)CCC(C)(C)C.Fc1cc(C)oc1,-3.53737936
CC(C)C.NCN(C)C,-3.80667279
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C.C(CO2)COC2c1ccccc1,-8.10261492
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C.Clc2ccc(cc2Cl)c1ccccc1Cl,-10.77564603
O=C1CCCO1.CC2(C)CCCC1(C)OC21C=CC(C)=O,-9.72780535
CN1CCCC1=O.NCCCCCCCCCCCCCC,-9.64814399
OC(C)=O.ClC1(Cl)C2(Cl)C3COS(OCC3C1(Cl)C(Cl)=C2Cl)=O,-12.1035273
CCCCCCCCCC.CCCC(OCC=C)=O,-5.15146756
COCOC.CN(C)N(=O)=O,-7.02786957
CCCCC(CO)CC.CCCCCCC1OC(CCCC1)=O,-11.35841131
O=C1CCCC1.NC(c1ccccc1)=S,-13.2624321
c2nc1ccccc1cc2.ClC1CCCCC1Cl,-6.82214912
OCCCCC.O=C1CCc2c1cccc2,-8.21743517
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C.ClNC(C)C,-3.31477503
CCCCCC#N.CCCCCNC(OC)=O,-8.27134758
CS(C)=O.CC1CCCC1=O,-5.20208139
FCCCCCCCC.CCC(C)(C)C(C)C,-4.57151005
COCCOCCOC.CC(C)CCC(F)(F)F,-3.6704453
NCC.CCC1CCC(CC1)=O,-7.09270682
C1OC1.O=C1CCO1,-6.62264699
CN1CCCCC1=O.OC(CC(O)=O)C(O)=O,-17.49538653
Cc1cccc(C)c1C.O=C2Nc1ccccc1S2,-10.00029639
COCCOCCOC.COC(F)(F)C(F)(F)OC,-4.8402856
N#CCCOCCC#N.CC1OC(C)=CC1=O,-7.28791897
CC(=O)c1ccccc1.FC(F)(F)C(F)(F)C(Cl)(Cl)C(F)(F)F,-2.30361152
OCCCO.CC(C)CC(F)(F)C(F)(F)C(F)(F)F,-1.54869579
CCOCCOCCOCC.CC(C)(C)C(O)=O,-7.89475607
ClB(Cl)Cl.O=C1C=C(OC2=C1C=CC1=CC=CC=C21)C1=CC=CC=C1,-16.8252072
COCCOCCOC.FC(F)(F)C(Cl)=CCl,-3.7277331
C(CCc1cc2)Cc1cc2.OC(C#N)C=C,-5.46400956
CI.ClCC=C(F)F,-3.47177295
CCCCCCOC(C)=O.C=CCc1ccccc1C,-7.00614863
OCc1occc1.Cc(ccc1c2C)cc1ccc2,-8.00858357
CCCCCCCCCCCCCCC.CN(C)C(N)=S,-5.52607558
OCCCCCCCCC.CCC(F)(Cl)Cl,-3.58239849
CCCCCCCl.O=Nc1ccccc1N(=O)=O,-9.12771783
COCCO.c(ccc1c(c6)c2c4c3c6cccc3c5)cc1c2ccc4c5,-15.18799637
SC.OCC=O,-5.36220849
CCI.OCCC(O)=O,-7.08328779
O=CN.CNCC(C)(C)CF,-4.25106999
CCCCC(CO)CC.CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C,-10.13218896
Cc1nc(C)ccc1.CC(CCC#C)=O,-5.90479006
FC(F)C.CCCCc(cc1)ccc1N,-9.22741511
Fc1ccccc1.CCCCCC=CCC,-5.72728017
CN1CCCC1=O.SCCCCCCS,-8.93864446
CCOC(C)=O.CCCC(O)C(C)CC,-7.15643831
FC(F)(F)C(F)(F)C(F)(F)F.CC(C)OC(CC(C)=O)=O,-4.20821689
CCCC#N.COC(C)COCC(O)C,-8.31394959
OCCCCCC.N#CC(c1ccccc1)c(c(F)c2F)c(F)c(F)c2F,-10.25020757
CCN(CC)CC.CC=CC(Cl)=O,-5.3040661
OCC(O)C.FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.48283124
O=S=O.CCSC,-4.54511974
OCC.CCc1ccccc1O,-9.58026931
n1ccccc1.C4c3cc1ccccc1cc3Cc2ccccc42,-13.86850606
OCCCCCCCCC.FC(Cl)(Cl)C#N,-3.05592678
O=C1CCCO1.FC(F)(F)C(C(F)(F)F)(C(F)(F)C)C(F)(F)C,-3.62981262
OCCOCCOCCOCCO.CN1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CC=C2C=C1,-18.63819402
CC(C)CC(C)C.OCCN(CC)CCO,-6.38805736
Cc1ncccc1C.FC(F)(F)C(F)C(F)C(F)(C(F)(F)F)C(F)(F)F,-3.65995141
ClC(Cl)=O.OS(Cl)(=O)=O,-7.44142687
OCCCl.CCCCCCCCC=CCCCCCCCC(OCC(O)COC(CCCCCCCC=CCCCCCCCC)=O)=O,-27.67743144
CCCCCCCCN(CCCCCCCC)CCCCCCCC.CC(CCC=C)=O,-4.13824454
OC(C)C.OCCCCCC,-7.24802938
C1CCCCC1.CCC(O)(C)C#C,-4.17774277
OC(C)C.Fc1cocn1,-4.28151868
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C(c1cc2)c4ccc3ccccc3c4c1cc2,-9.14530435
CC(C)CCC(C)(C)C.CCC(Cl)Cl,-3.88031665
CCCCCCCC=C.CC(C)C(C)=C,-3.38867032
